id,subject,body,label
37,"Router tường lửa không dây 108 Mbps, 4 cổng chỉ với 59 USD","Netgear WGT624NA – Router tường lửa không dây 108 Mbps, 4 cổng.
💲 Giá: 59.00 USD

🚀 Siêu tốc độ!
Thiết bị này nhanh gấp 10 lần so với router chuẩn 802.11b.
Khi sử dụng kèm với thẻ mạng không dây Netgear WG511T, tốc độ có thể đạt đến 108 Mbps nhờ công nghệ Super G™.

🎬 Hiệu suất mạnh mẽ:

Chia sẻ hình ảnh, nhạc MP3, phim kỹ thuật số mượt mà, tầm xa ổn định.

Đảm bảo bảo mật cao.

👉 Đặt hàng ngay hôm nay tại:
🌐 http://www.computron-me.com

📌 Nhà phân phối:
Computron – Khu vực miễn thuế Jebel Ali, Dubai, UAE.

Để biết thêm chi tiết và danh sách khuyến mãi, vui lòng liên hệ:
📧 dealers@emirates.net.ae

📞 Tel: +971 4 8834464 | Fax: +971 4 8834454
🌐 www.computron-me.com

🔹 Các thương hiệu khác có sẵn:
Compaq, HP, 3Com, Dell, Intel, Epson, Toshiba, Cisco, Microsoft, IBM, Sony… và nhiều hơn nữa.

⚠️ Giá tính bằng USD, có thể thay đổi mà không báo trước.
⚠️ Email này chỉ dành cho đại lý và nhà phân phối. Nếu nhận được nhầm, vui lòng trả lời với tiêu đề “Remove” để được xóa khỏi danh sách.",spam
38,Bấm liên kết!,"chính phủ không muốn tôi bán undergroundcd!
kiểm tra vợ/chồng và nhân viên của bạn
điều tra hồ sơ tín dụng của chính bạn
hack máy tính của ai đó!
biến mất ở thành phố của bạn
bannedcd 2004
http://www.8006hosting.com/cd/",spam
39,"Cơ hội nhỏ, dự kiến cổ phiếu tăng mạnh!","Haley,

Techlite, Inc. (OTCBB: THLT) vừa ký thỏa thuận liên doanh dự kiến mang lại 3–5 triệu USD doanh thu mới (nguồn: News 11/30/04).

Số cổ phiếu đang lưu hành: 10.994.910 (nguồn: LOQ 8/19/04)

Giá hiện tại: $0.54

Một chiến dịch PR lớn đang được triển khai cho cổ phiếu này. Một số cổ phiếu nhỏ đang tăng rất nhanh. Trong quá khứ, cổ phiếu này từng giao dịch ở $0.90 vào ngày 11/11. Liệu THLT có thể bật lại không? Đây có phải là cơ hội sinh lời từ điểm này không?

Lý do xem xét THLT (nguồn: thông cáo báo chí gần đây):

Công ty con Keystone của Techlite đạt thỏa thuận với Redi-Controls để tiếp thị thiết bị OAM Purger tại Greater China.

Techlite có thể giảm sử dụng điện năng của công ty lên đến 50%.

Techlite ký thỏa thuận phân phối với Frigi-Tech International, Inc. tại Houston, Texas.

Techlite ký thỏa thuận liên doanh với dự kiến 3–5 triệu USD doanh thu mới.

Về Techlite, Inc. (nguồn: News 07/01/2005):
Techlite là công ty dịch vụ năng lượng quốc gia. Năm 2004, Techlite bước sang năm thứ 12 trong việc thiết kế và lắp đặt nâng cấp hệ thống chiếu sáng tiết kiệm năng lượng, tuân thủ EPA, cho đa dạng hệ thống chiếu sáng hiện có. Thị trường retrofit chiếu sáng được xem là “thị trường của thập kỷ”. Khách hàng bao gồm công ty tiện ích năng lượng (ESCO), giáo dục, y tế, thương mại, công nghiệp và chính phủ.

Chuyên gia ước tính thị trường có khoảng 3 tỷ thiết bị chiếu sáng, tạo ra tiềm năng ngành retrofit chiếu sáng trị giá 100 tỷ USD. Techlite cũng cung cấp thiết bị chiếu sáng tiết kiệm năng lượng cho công trình mới, hợp đồng dịch vụ bảo trì dài hạn cho hệ thống chiếu sáng, và các sản phẩm/ dịch vụ giảm năng lượng tiên tiến cho hệ thống điều hòa.

Hãy theo dõi cổ phiếu này vào Thứ Ba. Liệu nó có thể mang lại lợi nhuận ngắn hạn? Nếu bạn thấy tiềm năng, cân nhắc giao dịch một phần trong tài khoản của mình. Chúc may mắn!",spam
40,Tinydrive USB 2.0 – Ổ lưu trữ di động 2.2 GB giá $187,"Tinydrive USB 2.0 – Ổ lưu trữ di động 2.2 GB

Kích thước: 5 x 2.25 x 2.5 inch (C x R x S)

Dung lượng: 2.2 GB

Giao diện: USB 2.0 (tương thích ngược)

Tốc độ truyền dữ liệu: 6.5 MB/s

Không cần nguồn ngoài, không cần pin

Thiết kế nhỏ gọn, nhẹ, dễ mang theo

Ổ di động Tinydrive cung cấp 2.2 GB dung lượng lưu trữ hiệu suất cao trong thiết kế nhỏ gọn và nhẹ. Với USB 2.0, bạn có thể kết nối với PC hoặc notebook, tốc độ 6.5 MB/s, hoàn hảo để lưu trữ dữ liệu lớn. Nó nhỏ gọn đến mức bạn có thể mang đi gần như bất cứ đâu.

Đặc điểm nổi bật:

USB 2.0 (tương thích ngược)

Dung lượng 2.2 GB

Tốc độ truyền dữ liệu liên tục 6.5 MB/s

Nguồn từ cổng USB, không cần pin hoặc nguồn ngoài

Thiết kế nhỏ gọn, nhẹ

Nhà phân phối:
Jebel Ali Duty Free Zone, Dubai, UAE
Website: www.computron-me.com

Lưu ý:

Số lượng giới hạn cho các mặt hàng đặc biệt.

Liên hệ sales hoặc gửi email tới dealers@emirates.net.ae
 để biết thêm chi tiết.

Giá niêm yết bằng USD, có thể thay đổi mà không cần báo trước.

Các thương hiệu khác có sẵn: Compaq, HP, 3Com, Dell, Intel, Iomega, Epson, AOpen, Creative, Toshiba, APC, Cisco, US Robotics, Microsoft, Canon, Intellinet, Targus, ViewSonic, IBM, Sony và nhiều hơn nữa.

Liên hệ dịch vụ khách hàng: customerservice@computron-me.com

Tel: +971 4 8834464 | Fax: +971 4 8834454

Hủy đăng ký:
Nếu bạn muốn hủy nhận email, trả lời với “remove” trong tiêu đề. Quá trình hủy sẽ có hiệu lực sau ít nhất 48 giờ.",spam
41,Mua phần mềm Microsoft Office giá rẻ,"Bạn muốn tiết kiệm khi mua Microsoft Office?
Nhanh tay đặt hàng ngay! Giá cực thấp, giao hàng nhanh chóng.
Phần mềm bản quyền, không cần giấy phép phức tạp.
Có mọi loại phần mềm bạn cần: Office, Excel, Word, PowerPoint.
Số lượng có hạn – đừng bỏ lỡ cơ hội!",spam
42,"Giảm 19%, thuốc giảm cân mạnh mẽ đã có mặt tại khu vực của bạn","Xin chào, tôi có một ưu đãi đặc biệt cho bạn...
Muốn giảm cân không?
Thuốc giảm cân mạnh mẽ nhất hiện đã có sẵn không cần kê đơn. Sản phẩm Adipren 720 hoàn toàn tự nhiên
Bảo đảm hoàn tiền 100%!

Giảm tới 19% tổng trọng lượng cơ thể

Giảm 20–35% mỡ bụng

Giảm cân gấp 3 lần khi ăn kiêng

Tăng tốc độ trao đổi chất 76,9% mà không cần tập luyện

Giảm 40–70% mỡ dưới da

Kiềm chế thèm đường

Đốt mỡ calo

Tăng sự tự tin và lòng tự trọng

Tìm hiểu thêm về Adipren 720 hoàn toàn tự nhiên: http://www.baby33.com/",spam
43,80%,"?????????
?????????????
Hệ thống mực thông minh                                                                                                                                                                                                  www.compusoft.gr",spam
44,"Cialis, Valium, Viagra, Xanax giá rẻ! Không cần đơn!","Khuyễn mãi RX đơn giản, nhanh chóng và giá cả phải chăng!

Chúng tôi cung cấp nhiều loại thuốc kê đơn phổ biến nhất hiện nay:

Zoloft, Xanax, Ambien, Paxil, Valium, Viagra và nhiều loại khác nữa!

Chỉ cần click vào đường dẫn bên dưới để nhận ưu đãi đặc biệt này:
Click vào đây ngay",spam
45,Nhà thuốc tốt nhất – Giao hàng cùng ngày! Chromium,"Chào bạn! Đây chắc chắn là một trong những nhà thuốc tốt nhất mà chúng tôi có thể cung cấp cho bạn. Chúng tôi có thể đưa ra các ưu đãi đặc biệt và nhiều hơn nữa. Chỉ cần truy cập vào nhà thuốc ngay bây giờ.

Đừng do dự!",spam
46,Pin NotebookPlus,"Truy cập: www.computron-me.com
 để xem các ưu đãi!

Đây là nhà phân phối một cửa tại Jebel Ali Duty Free Zone, Dubai, UAE.

Các hãng có sản phẩm bao gồm: Compaq, Hewlett Packard, 3Com, Dell, Intel, Iomega, Epson, AOpen, Creative, Toshiba, APC, Cisco, US Robotics, Microsoft, Canon, Intellinet, Targus, ViewSonic, IBM, Sony và nhiều hãng khác.

Nếu có khiếu nại hoặc đề xuất, liên hệ: customerservice@computron-me.com
, điện thoại: +971 4 8834464, fax: +971 4 8834454.

Giá niêm yết: USD, EX-Works, có thể thay đổi mà không báo trước.

Email này chỉ dành cho đại lý và nhà phân phối, nếu nhận nhầm, trả lời với tiêu đề “remove” để hủy.",spam
47,? r s ? ? ? ? ? ???,apaliourg@iit.demokritos.gr,spam
48,Mong muốn hợp tác,"Bạn thân mến,

Xin đừng ngạc nhiên khi nhận được thư này từ tôi, vì chúng ta chưa từng biết nhau trước đây. Tôi là bà Juliana Mbuluku Makele, vợ của cố Tate Makele, một nông dân tại Zimbabwe, người đã bị giết trong tranh chấp đất đai. Tôi có được liên hệ của bạn qua mạng Internet và quyết định viết thư này.

Trước khi chồng tôi qua đời, ông ấy đã gửi một khoản tiền cho một công ty bảo mật. Lô hàng được khai báo chứa đá quý, vận chuyển theo “diplomatic cover” (để tránh hải quan biết nội dung thực sự). Thực chất, giá trị là 25,5 triệu USD. Số tiền này dự kiến để mua máy móc nông nghiệp mới và hóa chất cho nông trại của chúng tôi, cũng như thành lập các nông trại mới tại Swaziland.

Vấn đề đất đai xuất hiện khi tổng thống Zimbabwe, ông Robert Mugabe, áp dụng luật cải cách đất đai, ảnh hưởng đến nhiều nông dân, dẫn đến bạo lực và giết người. Chồng tôi là một trong những nạn nhân. Vì lý do này, gia đình tôi đã phải bỏ chạy khỏi Zimbabwe và hiện đang tị nạn tại Ghana.

Chúng tôi muốn chuyển số tiền này sang một tài khoản nước ngoài uy tín để đầu tư sinh lợi, vì số tiền đang nằm trong công ty bảo mật và chưa được sử dụng.

Tôi đảm bảo rằng giao dịch này an toàn, vì tôi có tất cả giấy tờ cần thiết. Nếu bạn đồng ý giúp, xin hãy liên hệ với luật sư của chúng tôi để biết chi tiết và hoàn tất thủ tục với công ty bảo mật để chuyển số tiền đến bạn.

Luật sư: Barrister Hope Martins Law Chambers
Email: hope_martinslegal@simbamail.fm

Luật sư sẽ hướng dẫn về việc chia tiền (70% cho bạn, 30% cho gia đình) và các khoản đầu tư tại nước bạn. Vấn đề này cần mức độ tin tưởng và trưởng thành từ phía bạn.

Trân trọng,
Bà Juliana Mbuluku",spam
49,Cập nhật phần mềm,"Xin chào,

Gần đây chúng tôi đã gửi cho bạn một email về việc lãi suất vay thế chấp (mortgage rate) tăng lên. Chỉ trong tuần trước, lãi suất đã tăng 2 điểm.

Bạn vẫn chưa quá muộn để khóa mức lãi suất vay. Bạn có thể đủ điều kiện nhận khoản vay $400,000 với mức thanh toán hàng tháng 4/... (số liệu chi tiết không rõ).

Tuy nhiên, vui lòng hành động nhanh qua đường link: http://www.mozgoebstvo.biz/
 vì lãi suất sẽ không quay trở lại mức thấp trong thời gian dài.",spam
50,Thiết kế logo và bộ nhận diện thương hiệu,"Hãy truy cập website của chúng tôi: http://logo-design.by.ru/

Chúng tôi cung cấp các dịch vụ:

Nhận diện thương hiệu doanh nghiệp

Danh thiếp, tiêu đề thư, phong bì

Tờ rơi, brochure

Studio thiết kế đồ họa chuyên nghiệp của chúng tôi cung cấp một loạt dịch vụ thiết kế với mức giá cạnh tranh.

John Miller,
Quản lý bán hàng",spam
51,Cơ hội giành vé xem chung kết FA cup,Tham gia miễn phí vào cuộc thi hằng tuần để giành vé xem chung kết FA Cup ngày 21/05/2005. Soạn tin FA gửi đến 87121 để nhận câu hỏi tham gia (tính phí tin nhắn tiêu chuẩn). Áp dụng điều khoản & điều kiện – liên hệ 08452810075. Chỉ dành cho người trên 18 tuổi.,spam
52,Bạn độc đáo?,Bạn có đủ độc đáo không? Hãy khám phá từ ngày 30 tháng 8 tại www.areyouunique.co.uk,spam
53,Thông báo khẩn cấp!,"KHẨN CẤP! Số điện thoại di động của bạn đã được trao giải Thưởng Người may mắn trị giá £2000 vào ngày 5/9/03. Đây là lần cuối cùng chúng tôi cố gắng liên hệ với bạn! Hãy gọi từ điện thoại bàn tới số 09064019788, mã BOX42WR29C, cước phí 150 pence/phút.",spam
54,Thông báo trúng thưởng khẩn cấp!,"Hôm nay, các số Voda kết thúc bằng 7548 được chọn để nhận giải thưởng 350 USD. Nếu số của bạn trùng khớp, vui lòng gọi 08712300220 và cung cấp mã nhận thưởng 4041 (áp dụng cước phí tiêu chuẩn",spam
55,,Câu đố Sunshine hàng tuần! Hãy giành cơ hội nhận một đầu đĩa Sony DVD xịn nếu bạn biết Algarve thuộc quốc gia nào? Gửi tin nhắn trả lời đến 82277. Phí £1.50. Nhà cung cấp dịch vụ: Tyrone.,spam
56,,"Bạn sẽ không còn nhận thêm tin nhắn nào từ dịch vụ chat nữa. Để sử dụng dịch vụ Hardcore MIỄN PHÍ, hãy nhắn GO đến 69988. Nếu không nhận được gì, bạn phải xác minh độ tuổi với nhà mạng và thử lại.",spam
57,Thông báo giao hàng,Thông báo từ dịch vụ khách hàng: Bạn có một kiện hàng giao dịp Năm Mới đang chờ. Vui lòng gọi 07046744435 ngay để sắp xếp giao hàng.,spam
58,Thông báo trúng thưởng,Bạn là người chiến thắng! Bạn đã được chọn đặc biệt để nhận £1000 tiền mặt hoặc một kỳ nghỉ 4 sao (bao gồm vé máy bay). Hãy nói chuyện với tổng đài viên trực tiếp để nhận thưởng qua số 0871277810810.,spam
59,Thông báo trúng thưởng khẩn cấp!,KHẨN CẤP! Chúng tôi đang cố liên lạc với bạn. Kết quả quay số cuối tuần rồi cho thấy bạn đã thắng giải thưởng trị giá £900 ĐẢM BẢO. Gọi ngay 09061701939 với mã nhận thưởng S89. Có hiệu lực trong 12 giờ duy nhất,spam
60,Thông báo trúng thưởng,"Vui lòng gọi cho nhân viên chăm sóc khách hàng của chúng tôi theo số miễn phí 0808 145 4742 trong khoảng 9 giờ sáng – 11 giờ tối, vì bạn đã THẮNG một giải thưởng ĐẢM BẢO là £1000 tiền mặt hoặc giải thưởng trị giá £5000!",spam
61,Điện thoại giá rẻ? Xem ngay tại đây!,"500 điện thoại di động mới từ năm 2004, PHẢI BÁN NGAY! Soạn tin: NOKIA gửi đến số 89545 để nhận điện thoại của bạn hôm nay! Chỉ từ £1. Xem tại www.4-tc.biz
. Muốn hủy nhận tin thì gọi 08718726270. Phí 1.50 bảng mỗi tin nhắn, áp dụng cho người trên 18 tuổi",spam
62,Quà tặng sốc!,"Chúc mừng bạn đã được trao 500 phiếu mua CD hoặc quà tặng trị giá 125 (được đảm bảo) & Miễn phí tham gia rút thăm 100 giải thưởng hằng tuần. Soạn MUSIC gửi 87066. Điều khoản tại www.Ldew.com
. Chi phí 1.50 bảng mỗi tin nhắn ×3. Dành cho người trên 16 tuổi.",spam
63,Ưu đãi bất ngờ!,Chúng tôi đã cố gắng liên hệ với bạn về phản hồi cho ưu đãi của chúng tôi: Điện thoại Video? 750 phút gọi tới mọi mạng bất kỳ lúc nào? Nhắn tin không giới hạn? Máy quay phim? Hãy trả lời hoặc gọi ngay 08000930705.,spam
64,,"Dịch vụ nhạc chuông của bạn đã thay đổi! Nhận 25 tín dụng miễn phí! Hãy truy cập club4mobiles.com để chọn nội dung ngay! Muốn dừng? Soạn CLUB STOP gửi 87070. 150p/tuần. Club4, PO Box1146, MK45 2WT.",spam
65,Khuyến mãi sốc!,KHUYẾN MÃI ĐẶC BIỆT TỪ HMV: Giải thưởng 500 bảng Anh phiếu mua hàng HMV thật sự đang chờ bạn. Chỉ cần trả lời 4 câu hỏi đơn giản. Chơi ngay! Gửi HMV đến 86688. Thông tin chi tiết: www.100percent-real.com,spam
